iCharger106B;Outlet
Time [hh:mm:ss.SSS];Voltage [V];Current [A];Capacity [mAh]
00:25:26.000;4.20;0.33;173
00:25:28.000;4.20;0.33;174
00:25:30.000;4.20;0.34;174
00:25:32.000;4.20;0.34;174
00:25:34.000;4.20;0.33;174
00:25:36.000;4.20;0.33;175
00:25:38.000;4.20;0.33;175
00:25:40.000;4.20;0.33;175
00:25:42.000;4.20;0.33;175
00:25:44.000;4.20;0.33;175
00:25:46.000;4.20;0.33;175
00:25:48.000;4.20;0.33;176
00:25:50.000;4.20;0.33;176
00:25:52.000;4.20;0.33;176
00:25:54.000;4.20;0.33;176
00:25:56.000;4.20;0.33;176
00:25:58.000;4.20;0.33;176
00:26:00.000;4.20;0.33;177
00:26:02.000;4.20;0.33;177
00:26:04.000;4.20;0.34;177
00:26:06.000;4.20;0.33;177
00:26:08.000;4.20;0.33;177
00:26:10.000;4.20;0.33;178
00:26:12.000;4.20;0.33;178
00:26:14.000;4.20;0.33;178
00:26:16.000;4.20;0.33;178
00:26:18.000;4.20;0.33;178
00:26:20.000;4.20;0.33;179
00:26:22.000;4.20;0.33;179
00:26:24.000;4.20;0.33;179
00:26:26.000;4.20;0.33;179
00:26:28.000;4.20;0.33;179
00:26:30.000;4.20;0.33;179
00:26:32.000;4.20;0.33;180
00:26:34.000;4.20;0.33;180
00:26:36.000;4.20;0.33;180
00:26:38.000;4.20;0.33;180
00:26:40.000;4.20;0.33;180
00:26:42.000;4.20;0.33;181
00:26:44.000;4.20;0.33;181
00:26:46.000;4.20;0.33;181
00:26:48.000;4.20;0.33;181
00:26:50.000;4.20;0.33;181
00:26:52.000;4.20;0.33;182
00:26:54.000;4.20;0.33;182
00:26:56.000;4.20;0.33;182
00:26:58.000;4.20;0.33;182
00:27:00.000;4.20;0.33;182
00:27:02.000;4.20;0.33;182
00:27:04.000;4.20;0.33;183
00:27:06.000;4.20;0.33;183
00:27:08.000;4.20;0.33;183
00:27:10.000;4.20;0.33;183
00:27:12.000;4.20;0.33;183
00:27:14.000;4.20;0.33;184
00:27:16.000;4.20;0.33;184
00:27:18.000;4.20;0.33;184
00:27:20.000;4.20;0.33;184
00:27:22.000;4.20;0.33;184
00:27:24.000;4.20;0.33;184
00:27:26.000;4.20;0.33;185
00:27:28.000;4.20;0.33;185
00:27:30.000;4.20;0.33;185
00:27:32.000;4.20;0.32;185
00:27:34.000;4.20;0.33;185
00:27:36.000;4.20;0.33;186
00:27:38.000;4.20;0.33;186
00:27:40.000;4.20;0.33;186
00:27:42.000;4.20;0.32;186
00:27:44.000;4.20;0.32;186
00:27:46.000;4.20;0.32;187
00:27:48.000;4.20;0.32;187
00:27:50.000;4.20;0.32;187
00:27:52.000;4.20;0.32;187
00:27:54.000;4.20;0.32;187
00:27:56.000;4.20;0.32;187
00:27:58.000;4.20;0.32;188
00:28:00.000;4.20;0.32;188
00:28:02.000;4.20;0.32;188
00:28:04.000;4.20;0.32;188
00:28:06.000;4.20;0.32;188
00:28:08.000;4.20;0.32;189
00:28:10.000;4.20;0.32;189
00:28:12.000;4.20;0.32;189
00:28:14.000;4.20;0.32;189
00:28:16.000;4.20;0.32;189
00:28:18.000;4.20;0.32;189
00:28:20.000;4.20;0.32;190
00:28:22.000;4.20;0.32;190
00:28:24.000;4.20;0.32;190
00:28:26.000;4.20;0.32;190
00:28:28.000;4.20;0.32;190
00:28:30.000;4.20;0.32;191
00:28:32.000;4.20;0.32;191
00:28:34.000;4.20;0.32;191
00:28:36.000;4.20;0.32;191
00:28:38.000;4.20;0.32;191
00:28:40.000;4.20;0.32;191
00:28:42.000;4.20;0.32;192
00:28:44.000;4.20;0.32;192
00:28:46.000;4.20;0.32;192
00:28:48.000;4.20;0.32;192
00:28:50.000;4.20;0.32;192
00:28:52.000;4.20;0.32;193
00:28:54.000;4.20;0.32;193
00:28:56.000;4.20;0.32;193
00:28:58.000;4.20;0.32;193
00:29:00.000;4.20;0.32;193
00:29:02.000;4.20;0.32;193
00:29:04.000;4.20;0.32;194
00:29:06.000;4.20;0.32;194
00:29:08.000;4.20;0.32;194
00:29:10.000;4.20;0.32;194
00:29:12.000;4.20;0.32;194
00:29:14.000;4.20;0.32;195
00:29:16.000;4.20;0.32;195
00:29:18.000;4.20;0.32;195
00:29:20.000;4.20;0.32;195
00:29:22.000;4.20;0.32;195
00:29:24.000;4.20;0.32;195
00:29:26.000;4.20;0.32;196
00:29:28.000;4.20;0.32;196
00:29:30.000;4.20;0.32;196
00:29:32.000;4.20;0.32;196
00:29:34.000;4.20;0.32;196
00:29:36.000;4.20;0.32;197
00:29:38.000;4.20;0.32;197
00:29:40.000;4.20;0.32;197
00:29:42.000;4.20;0.32;197
00:29:44.000;4.20;0.32;197
00:29:46.000;4.20;0.32;197
00:29:48.000;4.20;0.32;198
00:29:50.000;4.20;0.32;198
00:29:52.000;4.20;0.32;198
00:29:54.000;4.20;0.32;198
00:29:56.000;4.20;0.32;198
00:29:58.000;4.20;0.32;198
00:30:00.000;4.20;0.32;199
00:30:02.000;4.20;0.32;199
00:30:04.000;4.20;0.32;199
00:30:06.000;4.20;0.32;199
00:30:08.000;4.20;0.32;199
00:30:10.000;4.20;0.31;200
00:30:12.000;4.20;0.31;200
00:30:14.000;4.20;0.31;200
00:30:16.000;4.20;0.31;200
00:30:18.000;4.20;0.31;200
00:30:20.000;4.20;0.31;201
00:30:22.000;4.20;0.31;201
00:30:24.000;4.20;0.31;201
00:30:26.000;4.20;0.31;201
00:30:28.000;4.20;0.31;201
00:30:30.000;4.20;0.31;201
00:30:32.000;4.20;0.31;202
00:30:34.000;4.20;0.31;202
00:30:36.000;4.20;0.31;202
00:30:38.000;4.20;0.31;202
00:30:40.000;4.20;0.31;202
00:30:42.000;4.20;0.31;202
00:30:44.000;4.20;0.31;203
00:30:46.000;4.20;0.31;203
00:30:48.000;4.20;0.31;203
00:30:50.000;4.20;0.31;203
00:30:52.000;4.20;0.31;203
00:30:54.000;4.20;0.31;204
00:30:56.000;4.20;0.31;204
00:30:58.000;4.20;0.31;204
00:31:00.000;4.20;0.31;204
00:31:02.000;4.20;0.31;204
00:31:04.000;4.20;0.31;204
00:31:06.000;4.20;0.31;205
00:31:08.000;4.20;0.31;205
00:31:10.000;4.20;0.31;205
00:31:12.000;4.20;0.31;205
00:31:14.000;4.20;0.31;205
00:31:16.000;4.20;0.31;205
00:31:18.000;4.20;0.31;206
00:31:20.000;4.20;0.31;206
00:31:22.000;4.20;0.31;206
00:31:24.000;4.20;0.31;206
00:31:26.000;4.20;0.31;206
00:31:28.000;4.20;0.31;206
00:31:30.000;4.20;0.31;207
00:31:32.000;4.20;0.31;207
00:31:34.000;4.20;0.31;207
00:31:36.000;4.20;0.31;207
00:31:38.000;4.20;0.31;207
00:31:40.000;4.20;0.31;208
00:31:42.000;4.20;0.31;208
00:31:44.000;4.20;0.31;208
00:31:46.000;4.20;0.31;208
00:31:48.000;4.20;0.31;208
00:31:50.000;4.20;0.31;208
00:31:52.000;4.20;0.31;209
00:31:54.000;4.20;0.31;209
00:31:56.000;4.20;0.31;209
00:31:58.000;4.20;0.31;209
00:32:00.000;4.20;0.31;209
00:32:02.000;4.20;0.31;210
00:32:04.000;4.20;0.31;210
00:32:06.000;4.20;0.31;210
00:32:08.000;4.20;0.31;210
00:32:10.000;4.20;0.31;210
00:32:12.000;4.20;0.31;210
00:32:14.000;4.20;0.31;211
00:32:16.000;4.20;0.31;211
00:32:18.000;4.20;0.31;211
00:32:20.000;4.20;0.31;211
00:32:22.000;4.20;0.31;211
00:32:24.000;4.20;0.31;211
00:32:26.000;4.20;0.31;212
00:32:28.000;4.21;0.31;212
00:32:30.000;4.20;0.31;212
00:32:32.000;4.20;0.31;212
00:32:34.000;4.20;0.31;212
00:32:36.000;4.20;0.31;212
00:32:38.000;4.20;0.31;213
00:32:40.000;4.20;0.31;213
00:32:42.000;4.20;0.31;213
00:32:44.000;4.20;0.31;213
00:32:46.000;4.20;0.31;213
00:32:48.000;4.20;0.31;213
00:32:50.000;4.20;0.31;214
00:32:52.000;4.20;0.31;214
00:32:54.000;4.21;0.31;214
00:32:56.000;4.20;0.31;214
00:32:58.000;4.20;0.31;214
00:33:00.000;4.20;0.31;215
00:33:02.000;4.20;0.31;215
00:33:04.000;4.20;0.31;215
00:33:06.000;4.20;0.31;215
00:33:08.000;4.20;0.31;215
00:33:10.000;4.21;0.31;215
00:33:12.000;4.20;0.31;216
00:33:14.000;4.21;0.30;216
00:33:16.000;4.20;0.31;216
00:33:18.000;4.20;0.31;216
00:33:20.000;4.20;0.30;216
00:33:22.000;4.20;0.30;217
00:33:24.000;4.20;0.30;217
00:33:26.000;4.21;0.31;217
00:33:28.000;4.20;0.30;217
00:33:30.000;4.20;0.30;217
00:33:32.000;4.20;0.31;217
00:33:34.000;4.20;0.31;217
00:33:36.000;4.20;0.30;218
00:33:38.000;4.20;0.30;218
00:33:40.000;4.20;0.30;218
00:33:42.000;4.20;0.30;218
00:33:44.000;4.20;0.30;218
00:33:46.000;4.20;0.30;219
00:33:48.000;4.20;0.30;219
00:33:50.000;4.20;0.30;219
00:33:52.000;4.20;0.30;219
00:33:54.000;4.20;0.30;219
00:33:56.000;4.20;0.30;219
00:33:58.000;4.20;0.30;220
00:34:00.000;4.20;0.29;220
00:34:02.000;4.20;0.30;220
00:34:04.000;4.20;0.29;220
00:34:06.000;4.20;0.30;220
00:34:08.000;4.20;0.30;220
00:34:10.000;4.20;0.29;221
00:34:12.000;4.20;0.29;221
00:34:14.000;4.20;0.30;221
00:34:16.000;4.20;0.29;221
00:34:18.000;4.20;0.29;221
00:34:20.000;4.20;0.29;221
00:34:22.000;4.20;0.29;222
00:34:24.000;4.20;0.29;222
00:34:26.000;4.20;0.30;222
00:34:28.000;4.20;0.29;222
00:34:30.000;4.20;0.29;222
00:34:32.000;4.20;0.29;222
00:34:34.000;4.20;0.29;223
00:34:36.000;4.19;0.29;223
00:34:38.000;4.20;0.29;223
00:34:40.000;4.20;0.30;223
00:34:42.000;4.20;0.30;223
00:34:44.000;4.20;0.29;223
00:34:46.000;4.20;0.29;224
00:34:48.000;4.20;0.29;224
00:34:50.000;4.20;0.29;224
00:34:52.000;4.20;0.29;224
00:34:54.000;4.20;0.29;224
00:34:56.000;4.20;0.29;225
00:34:58.000;4.20;0.30;225
00:35:00.000;4.20;0.29;225
00:35:02.000;4.20;0.29;225
00:35:04.000;4.20;0.30;225
00:35:06.000;4.20;0.29;225
00:35:08.000;4.20;0.29;225
00:35:10.000;4.20;0.29;226
00:35:12.000;4.20;0.29;226
00:35:14.000;4.20;0.29;226
00:35:16.000;4.20;0.29;226
00:35:18.000;4.20;0.29;226
00:35:20.000;4.20;0.29;226
00:35:22.000;4.19;0.29;227
00:35:24.000;4.20;0.30;227
00:35:26.000;4.20;0.29;227
00:35:28.000;4.20;0.29;227
00:35:30.000;4.20;0.29;227
00:35:32.000;4.20;0.29;227
00:35:34.000;4.20;0.29;228
00:35:36.000;4.20;0.29;228
00:35:38.000;4.20;0.30;228
00:35:40.000;4.20;0.29;228
00:35:42.000;4.20;0.29;228
00:35:44.000;4.20;0.29;228
00:35:46.000;4.20;0.29;229
00:35:48.000;4.20;0.29;229
00:35:50.000;4.20;0.29;229
00:35:52.000;4.20;0.29;229
00:35:54.000;4.20;0.29;229
00:35:56.000;4.20;0.29;229
00:35:58.000;4.20;0.29;230
00:36:00.000;4.20;0.29;230
00:36:02.000;4.20;0.29;230
00:36:04.000;4.20;0.29;230
00:36:06.000;4.20;0.29;230
00:36:08.000;4.20;0.29;231
00:36:10.000;4.20;0.29;231
00:36:12.000;4.20;0.29;231
00:36:14.000;4.20;0.29;231
00:36:16.000;4.20;0.29;231
00:36:18.000;4.20;0.29;231
00:36:20.000;4.20;0.29;232
00:36:22.000;4.20;0.29;232
00:36:24.000;4.20;0.29;232
00:36:26.000;4.20;0.29;232
00:36:28.000;4.20;0.29;232
00:36:30.000;4.20;0.29;232
00:36:32.000;4.20;0.29;232
00:36:34.000;4.20;0.29;233
00:36:36.000;4.20;0.29;233
00:36:38.000;4.20;0.29;233
00:36:40.000;4.20;0.29;233
00:36:42.000;4.20;0.29;233
00:36:44.000;4.20;0.29;233
00:36:46.000;4.20;0.29;234
00:36:48.000;4.20;0.29;234
00:36:50.000;4.20;0.29;234
00:36:52.000;4.20;0.29;234
00:36:54.000;4.20;0.29;234
00:36:56.000;4.20;0.29;234
00:36:58.000;4.20;0.29;235
00:37:00.000;4.20;0.29;235
00:37:02.000;4.20;0.29;235
00:37:04.000;4.20;0.29;235
00:37:06.000;4.20;0.28;235
00:37:08.000;4.20;0.28;235
00:37:10.000;4.20;0.29;235
00:37:12.000;4.20;0.29;236
00:37:14.000;4.20;0.28;236
00:37:16.000;4.20;0.28;236
00:37:18.000;4.20;0.29;236
00:37:20.000;4.20;0.28;236
00:37:22.000;4.20;0.28;236
00:37:24.000;4.20;0.28;237
00:37:26.000;4.20;0.28;237
00:37:28.000;4.20;0.28;237
00:37:30.000;4.20;0.28;237
00:37:32.000;4.20;0.28;237
00:37:34.000;4.20;0.28;238
00:37:36.000;4.20;0.28;238
00:37:38.000;4.20;0.29;238
00:37:40.000;4.20;0.28;238
00:37:42.000;4.20;0.29;238
00:37:44.000;4.20;0.29;238
00:37:46.000;4.20;0.28;238
00:37:48.000;4.20;0.28;239
00:37:50.000;4.20;0.28;239
00:37:52.000;4.20;0.28;239
00:37:54.000;4.20;0.28;239
00:37:56.000;4.20;0.28;239
00:37:58.000;4.20;0.29;239
00:38:00.000;4.20;0.28;240
00:38:02.000;4.20;0.28;240
00:38:04.000;4.20;0.28;240
00:38:06.000;4.20;0.28;240
00:38:08.000;4.20;0.28;240
00:38:10.000;4.20;0.28;240
00:38:12.000;4.20;0.28;241
00:38:14.000;4.20;0.28;241
00:38:16.000;4.20;0.28;241
00:38:18.000;4.20;0.28;241
00:38:20.000;4.20;0.28;241
00:38:22.000;4.20;0.28;241
00:38:24.000;4.20;0.28;241
00:38:26.000;4.20;0.29;242
00:38:28.000;4.20;0.29;242
00:38:30.000;4.20;0.28;242
00:38:32.000;4.20;0.28;242
00:38:34.000;4.20;0.28;242
00:38:36.000;4.20;0.28;243
00:38:38.000;4.20;0.28;243
00:38:40.000;4.20;0.28;243
00:38:42.000;4.20;0.28;243
00:38:44.000;4.20;0.28;243
00:38:46.000;4.20;0.28;243
00:38:48.000;4.20;0.28;243
00:38:50.000;4.20;0.29;244
00:38:52.000;4.20;0.28;244
00:38:54.000;4.20;0.28;244
00:38:56.000;4.20;0.28;244
00:38:58.000;4.20;0.28;244
00:39:00.000;4.20;0.28;244
00:39:02.000;4.20;0.28;245
00:39:04.000;4.20;0.28;245
00:39:06.000;4.20;0.28;245
00:39:08.000;4.20;0.28;245
00:39:10.000;4.20;0.28;245
00:39:12.000;4.20;0.28;245
00:39:14.000;4.20;0.28;245
00:39:16.000;4.20;0.28;246
00:39:18.000;4.20;0.28;246
00:39:20.000;4.20;0.28;246
00:39:22.000;4.20;0.28;246
00:39:24.000;4.20;0.28;246
00:39:26.000;4.20;0.28;246
00:39:28.000;4.20;0.28;247
00:39:30.000;4.20;0.28;247
00:39:32.000;4.20;0.28;247
00:39:34.000;4.20;0.28;247
00:39:36.000;4.20;0.28;247
00:39:38.000;4.20;0.28;247
00:39:40.000;4.20;0.28;248
00:39:42.000;4.20;0.28;248
00:39:44.000;4.20;0.28;248
00:39:46.000;4.20;0.28;248
00:39:48.000;4.20;0.28;248
00:39:50.000;4.20;0.28;248
00:39:52.000;4.20;0.28;249
00:39:54.000;4.20;0.28;249
00:39:56.000;4.20;0.28;249
00:39:58.000;4.20;0.28;249
00:40:00.000;4.20;0.28;249
00:40:02.000;4.20;0.28;249
00:40:04.000;4.20;0.28;250
00:40:06.000;4.20;0.28;250
00:40:08.000;4.20;0.28;250
00:40:10.000;4.20;0.28;250
00:40:12.000;4.20;0.28;250
00:40:14.000;4.20;0.28;250
00:40:16.000;4.20;0.28;250
00:40:18.000;4.20;0.28;251
00:40:20.000;4.20;0.28;251
00:40:22.000;4.20;0.28;251
00:40:24.000;4.20;0.28;251
00:40:26.000;4.20;0.28;251
00:40:28.000;4.20;0.28;251
00:40:30.000;4.20;0.28;251
00:40:32.000;4.20;0.28;252
00:40:34.000;4.20;0.28;252
00:40:36.000;4.20;0.28;252
00:40:38.000;4.20;0.28;252
00:40:40.000;4.20;0.28;252
00:40:42.000;4.20;0.28;252
00:40:44.000;4.20;0.28;253
00:40:46.000;4.20;0.28;253
00:40:48.000;4.20;0.28;253
00:40:50.000;4.20;0.28;253
00:40:52.000;4.20;0.28;253
00:40:54.000;4.20;0.28;253
00:40:56.000;4.20;0.28;254
00:40:58.000;4.20;0.28;254
00:41:00.000;4.20;0.28;254
00:41:02.000;4.20;0.28;254
00:41:04.000;4.20;0.28;254
00:41:06.000;4.20;0.28;254
00:41:08.000;4.20;0.28;255
00:41:10.000;4.20;0.28;255
00:41:12.000;4.20;0.28;255
00:41:14.000;4.20;0.28;255
00:41:16.000;4.20;0.28;255
00:41:18.000;4.20;0.28;255
00:41:20.000;4.20;0.28;256
00:41:22.000;4.20;0.28;256
00:41:24.000;4.20;0.28;256
00:41:26.000;4.20;0.28;256
00:41:28.000;4.20;0.28;256
00:41:30.000;4.20;0.28;256
00:41:32.000;4.20;0.28;256
00:41:34.000;4.20;0.28;257
00:41:36.000;4.20;0.28;257
00:41:38.000;4.20;0.28;257
00:41:40.000;4.20;0.28;257
00:41:42.000;4.20;0.28;257
00:41:44.000;4.20;0.28;257
00:41:46.000;4.20;0.28;258
00:41:48.000;4.20;0.28;258
00:41:50.000;4.20;0.28;258
00:41:52.000;4.20;0.28;258
00:41:54.000;4.21;0.28;258
00:41:56.000;4.20;0.28;258
00:41:58.000;4.20;0.28;258
00:42:00.000;4.21;0.28;259
00:42:02.000;4.20;0.27;259
00:42:04.000;4.20;0.28;259
00:42:06.000;4.20;0.27;259
00:42:08.000;4.20;0.28;259
00:42:10.000;4.20;0.28;259
00:42:12.000;4.21;0.28;260
00:42:14.000;4.20;0.28;260
00:42:16.000;4.20;0.28;260
00:42:18.000;4.20;0.28;260
00:42:20.000;4.20;0.27;260
00:42:22.000;4.20;0.28;260
00:42:24.000;4.20;0.27;260
00:42:26.000;4.20;0.28;261
00:42:28.000;4.20;0.27;261
00:42:30.000;4.20;0.28;261
00:42:32.000;4.20;0.27;261
00:42:34.000;4.20;0.27;261
00:42:36.000;4.20;0.28;262
00:42:38.000;4.20;0.27;262
00:42:40.000;4.20;0.28;262
00:42:42.000;4.20;0.28;262
00:42:44.000;4.20;0.27;262
00:42:46.000;4.20;0.27;262
00:42:48.000;4.20;0.28;262
00:42:50.000;4.20;0.28;263
00:42:52.000;4.20;0.27;263
00:42:54.000;4.20;0.27;263
00:42:56.000;4.20;0.28;263
00:42:58.000;4.20;0.28;263
00:43:00.000;4.20;0.27;263
00:43:02.000;4.20;0.27;263
00:43:04.000;4.20;0.28;264
00:43:06.000;4.20;0.27;264
00:43:08.000;4.20;0.27;264
00:43:10.000;4.20;0.27;264
00:43:12.000;4.20;0.28;264
00:43:14.000;4.20;0.27;264
00:43:16.000;4.20;0.27;265
00:43:18.000;4.20;0.27;265
00:43:20.000;4.20;0.27;265
00:43:22.000;4.20;0.27;265
00:43:24.000;4.20;0.27;265
00:43:26.000;4.20;0.27;265
00:43:28.000;4.20;0.27;265
00:43:30.000;4.20;0.27;266
00:43:32.000;4.20;0.27;266
00:43:34.000;4.20;0.27;266
00:43:36.000;4.20;0.27;266
00:43:38.000;4.20;0.27;266
00:43:40.000;4.20;0.27;266
00:43:42.000;4.20;0.27;267
00:43:44.000;4.20;0.27;267
00:43:46.000;4.20;0.27;267
00:43:48.000;4.20;0.28;267
00:43:50.000;4.20;0.27;267
00:43:52.000;4.20;0.27;267
00:43:54.000;4.20;0.27;267
00:43:56.000;4.20;0.27;268
00:43:58.000;4.20;0.27;268
00:44:00.000;4.20;0.27;268
00:44:02.000;4.20;0.27;268
00:44:04.000;4.20;0.27;268
00:44:06.000;4.20;0.27;268
00:44:08.000;4.20;0.27;269
00:44:10.000;4.20;0.27;269
00:44:12.000;4.20;0.27;269
00:44:14.000;4.20;0.27;269
00:44:16.000;4.20;0.27;269
00:44:18.000;4.20;0.28;269
00:44:20.000;4.20;0.27;269
00:44:22.000;4.20;0.27;270
00:44:24.000;4.20;0.27;270
00:44:26.000;4.20;0.27;270
00:44:28.000;4.20;0.27;270
00:44:30.000;4.20;0.27;270
00:44:32.000;4.20;0.27;270
00:44:34.000;4.20;0.27;271
00:44:36.000;4.20;0.27;271
00:44:38.000;4.20;0.27;271
00:44:40.000;4.20;0.27;271
00:44:42.000;4.20;0.27;271
00:44:44.000;4.20;0.27;271
00:44:46.000;4.20;0.27;272
00:44:48.000;4.20;0.27;272
00:44:50.000;4.20;0.27;272
00:44:52.000;4.20;0.27;272
00:44:54.000;4.20;0.27;272
00:44:56.000;4.20;0.27;272
00:44:58.000;4.20;0.27;272
00:45:00.000;4.20;0.27;273
00:45:02.000;4.20;0.27;273
00:45:04.000;4.20;0.27;273
00:45:06.000;4.20;0.27;273
00:45:08.000;4.20;0.27;273
00:45:10.000;4.20;0.27;273
00:45:12.000;4.20;0.28;273
00:45:14.000;4.20;0.27;274
00:45:16.000;4.20;0.27;274
00:45:18.000;4.20;0.27;274
00:45:20.000;4.20;0.27;274
00:45:22.000;4.20;0.27;274
00:45:24.000;4.20;0.27;274
00:45:26.000;4.20;0.27;275
00:45:28.000;4.20;0.27;275
00:45:30.000;4.20;0.27;275
00:45:32.000;4.20;0.27;275
00:45:34.000;4.20;0.27;275
00:45:36.000;4.20;0.27;275
00:45:38.000;4.20;0.27;275
00:45:40.000;4.20;0.27;276
00:45:42.000;4.20;0.27;276
00:45:44.000;4.20;0.27;276
00:45:46.000;4.20;0.27;276
00:45:48.000;4.20;0.27;276
00:45:50.000;4.20;0.27;276
00:45:52.000;4.20;0.27;277
00:45:54.000;4.20;0.27;277
00:45:56.000;4.20;0.27;277
00:45:58.000;4.20;0.27;277
00:46:00.000;4.20;0.27;277
00:46:02.000;4.20;0.27;277
00:46:04.000;4.20;0.27;278
00:46:06.000;4.20;0.27;278
00:46:08.000;4.20;0.27;278
00:46:10.000;4.20;0.27;278
00:46:12.000;4.20;0.27;278
00:46:14.000;4.20;0.27;278
00:46:16.000;4.20;0.27;278
00:46:18.000;4.20;0.27;279
00:46:20.000;4.20;0.27;279
00:46:22.000;4.20;0.27;279
00:46:24.000;4.20;0.27;279
00:46:26.000;4.20;0.27;279
00:46:28.000;4.20;0.27;279
00:46:30.000;4.20;0.28;279
00:46:32.000;4.20;0.27;280
00:46:34.000;4.20;0.27;280
00:46:36.000;4.20;0.27;280
00:46:38.000;4.20;0.27;280
00:46:40.000;4.20;0.27;280
00:46:42.000;4.20;0.27;280
00:46:44.000;4.20;0.27;281
00:46:46.000;4.20;0.27;281
00:46:48.000;4.20;0.27;281
00:46:50.000;4.20;0.27;281
00:46:52.000;4.20;0.27;281
00:46:54.000;4.20;0.27;281
00:46:56.000;4.20;0.27;281
00:46:58.000;4.20;0.27;282
00:47:00.000;4.20;0.27;282
00:47:02.000;4.20;0.27;282
00:47:04.000;4.20;0.27;282
00:47:06.000;4.20;0.27;282
00:47:08.000;4.20;0.27;282
00:47:10.000;4.20;0.27;282
00:47:12.000;4.20;0.27;283
00:47:14.000;4.20;0.27;283
00:47:16.000;4.20;0.27;283
00:47:18.000;4.20;0.26;283
00:47:20.000;4.20;0.27;283
00:47:22.000;4.20;0.26;283
00:47:24.000;4.20;0.27;284
00:47:26.000;4.20;0.26;284
00:47:28.000;4.20;0.27;284
00:47:30.000;4.20;0.26;284
00:47:32.000;4.20;0.26;284
00:47:34.000;4.20;0.26;284
00:47:36.000;4.20;0.26;284
00:47:38.000;4.20;0.26;285
00:47:40.000;4.20;0.27;285
00:47:42.000;4.20;0.26;285
00:47:44.000;4.20;0.26;285
00:47:46.000;4.20;0.27;285
00:47:48.000;4.20;0.26;285
00:47:50.000;4.20;0.27;286
00:47:52.000;4.20;0.27;286
00:47:54.000;4.20;0.26;286
00:47:56.000;4.20;0.26;286
00:47:58.000;4.20;0.26;286
00:48:00.000;4.20;0.26;286
00:48:02.000;4.20;0.26;286
00:48:04.000;4.20;0.26;287
00:48:06.000;4.20;0.26;287
00:48:08.000;4.20;0.26;287
00:48:10.000;4.20;0.27;287
00:48:12.000;4.20;0.27;287
00:48:14.000;4.20;0.26;287
00:48:16.000;4.20;0.26;287
00:48:18.000;4.20;0.27;288
00:48:20.000;4.20;0.27;288
00:48:22.000;4.20;0.26;288
00:48:24.000;4.20;0.26;288
00:48:26.000;4.20;0.26;288
00:48:28.000;4.20;0.26;288
00:48:30.000;4.20;0.26;289
00:48:32.000;4.20;0.26;289
00:48:34.000;4.20;0.26;289
00:48:36.000;4.20;0.26;289
00:48:38.000;4.20;0.27;289
00:48:40.000;4.20;0.26;289
00:48:42.000;4.20;0.26;290
00:48:44.000;4.20;0.26;290
00:48:46.000;4.20;0.27;290
00:48:48.000;4.20;0.26;290
00:48:50.000;4.20;0.26;290
00:48:52.000;4.20;0.26;290
00:48:54.000;4.20;0.27;290
00:48:56.000;4.20;0.26;291
00:48:58.000;4.20;0.26;291
00:49:00.000;4.20;0.26;291
00:49:02.000;4.20;0.26;291
00:49:04.000;4.20;0.26;291
00:49:06.000;4.20;0.26;291
00:49:08.000;4.20;0.26;291
00:49:10.000;4.20;0.26;292
00:49:12.000;4.20;0.26;292
00:49:14.000;4.20;0.26;292
00:49:16.000;4.20;0.26;292
00:49:18.000;4.20;0.26;292
00:49:20.000;4.20;0.26;292
00:49:22.000;4.20;0.26;292
00:49:24.000;4.20;0.26;293
00:49:26.000;4.20;0.26;293
00:49:28.000;4.20;0.26;293
00:49:30.000;4.20;0.26;293
00:49:32.000;4.20;0.26;293
00:49:34.000;4.20;0.26;293
00:49:36.000;4.20;0.26;294
00:49:38.000;4.20;0.26;294
00:49:40.000;4.20;0.26;294
00:49:42.000;4.20;0.26;294
00:49:44.000;4.20;0.26;294
00:49:46.000;4.20;0.26;294
00:49:48.000;4.20;0.26;294
00:49:50.000;4.20;0.26;295
00:49:52.000;4.20;0.26;295
00:49:54.000;4.20;0.26;295
00:49:56.000;4.20;0.26;295
00:49:58.000;4.20;0.26;295
00:50:00.000;4.20;0.26;295
00:50:02.000;4.20;0.26;295
00:50:04.000;4.20;0.26;296
00:50:06.000;4.20;0.26;296
00:50:08.000;4.20;0.26;296
00:50:10.000;4.20;0.26;296
00:50:12.000;4.20;0.26;296
00:50:14.000;4.20;0.26;296
00:50:16.000;4.20;0.26;296
00:50:18.000;4.20;0.26;297
00:50:20.000;4.20;0.26;297
00:50:22.000;4.20;0.26;297
00:50:24.000;4.20;0.26;297
00:50:26.000;4.20;0.26;297
00:50:28.000;4.20;0.26;297
00:50:30.000;4.20;0.26;298
00:50:32.000;4.20;0.26;298
00:50:34.000;4.20;0.26;298
00:50:36.000;4.20;0.26;298
00:50:38.000;4.20;0.26;298
00:50:40.000;4.20;0.26;298
00:50:42.000;4.20;0.26;298
00:50:44.000;4.20;0.26;299
00:50:46.000;4.20;0.26;299
00:50:48.000;4.20;0.26;299
00:50:50.000;4.20;0.26;299
00:50:52.000;4.20;0.26;299
00:50:54.000;4.20;0.26;299
00:50:56.000;4.20;0.26;299
00:50:58.000;4.20;0.26;300
00:51:00.000;4.20;0.26;300
00:51:02.000;4.20;0.26;300
00:51:04.000;4.20;0.26;300
00:51:06.000;4.20;0.26;300
00:51:08.000;4.20;0.26;300
00:51:10.000;4.20;0.26;300
00:51:12.000;4.20;0.26;301
00:51:14.000;4.20;0.26;301
