date;system_time;cycle_time;data starting; cycle; empty; provided voltage; voltage (mV); current (cA); battery1; battery2; battery3; battery4; battery5; battery6; unknown0; unknown1; capacity (mAh); unknown2
2025-10-22; 16:47:46;2:56:58.836580;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;383;36
2025-10-22; 16:47:48;2:57:00.846078;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:47:50;2:57:02.885382;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:47:52;2:57:04.894727;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:47:54;2:57:06.848943;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;384;36
2025-10-22; 16:47:56;2:57:08.858045;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:47:58;2:57:10.868292;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;384;36
2025-10-22; 16:48:00;2:57:12.810768;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;384;36
2025-10-22; 16:48:02;2:57:14.820114;$1;1;;12000;4197;9;0;0;0;0;0;0;366;0;384;34
2025-10-22; 16:48:04;2:57:16.929523;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:06;2:57:18.869557;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:08;2:57:20.878291;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:10;2:57:22.887514;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:12;2:57:24.827442;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:14;2:57:26.837136;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;384;36
2025-10-22; 16:48:16;2:57:28.847701;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:18;2:57:30.785623;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:20;2:57:32.895421;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:22;2:57:34.846209;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;384;35
2025-10-22; 16:48:24;2:57:36.855038;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;384;36
2025-10-22; 16:48:26;2:57:38.863800;$1;1;;12000;4197;8;0;0;0;0;0;0;366;1;384;34
2025-10-22; 16:48:28;2:57:40.806413;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:30;2:57:42.816337;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:32;2:57:44.925800;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:34;2:57:46.868879;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
